"id","title","numpages","ISBN10","ISBN13","physfmt","pubdate"
"OL25216180M","The Expected Knowledge: What can we know about anything and everything?","28","NULL","NULL","E-book","2012"
"OL25540098M","Human-Centred Software Engineering","NULL","NULL","9783642164873","[electronic resource] :","2010"
"OL25541945M","Languages, Methodologies and Development Tools for Multi-Agent Systems","NULL","NULL","9783540850571","[electronic resource] :","2008"
"OL25544713M","Secure and Trust Computing, Data Management, and Applications","NULL","NULL","9783642223648","[electronic resource] :","2011"
"OL25547525M","Neural Information Processing","NULL","NULL","9783642249648","[electronic resource] :","2011"
"OL25548634M","Artificial Intelligence and Computational Intelligence","NULL","NULL","9783642238802","[electronic resource] :","2011"
"OL25552413M","Computational Linguistics and Talking Robots","NULL","NULL","9783642224317","[electronic resource] :","2011"
"OL25553700M","Adaptive and Natural Computing Algorithms","NULL","NULL","9783642202810","[electronic resource] :","2011"
"OL25554271M","Artificial Neural Networks ICANN 2007","NULL","NULL","9783540746898","[electronic resource] :","2007"
"OL25570606M","Innovative Computing and Information","NULL","NULL","9783642239977","[electronic resource] :","2011"
"OL26464629M","Extinction","373","1250021340","9781250021342","NULL","2013"
"OL2710833M","Intelligence","331","0201120011","NULL","Hardcover","1987"
"OL3314753M","ICCI 2004","269","0769521908","NULL","NULL","2004"
"OL3433786M","A.I. love you","NULL","1591826152","NULL","NULL","2004"
"OL5092345M","Artificial and human thinking.","385","0444410236","NULL","NULL","1973"
"OL8606509M","Swarm Intelligence (The Morgan Kaufmann Series in Artificial Intelligence)","510","1558605959","9781558605954","Hardcover","March 23, 2001"
"OL9055322M","Computational Linguistics and Intelligent Text Processing","829","3540245235","9783540245230","Paperback","March 24, 2005"
"OL9414725M","The Wisdom of Crowds","320","0316861731","9780316861731","Hardcover","June 3, 2004"
"OL9679348M","Artificial Intelligence (Science at the Edge)","64","0431148945","9780431148946","Hardcover","September 5, 2002"
"OL9679630M","Artificial Intelligence Methods and Tools for Systems Biology","221","1402028598","9781402028595","Hardcover","March 24, 2005"
"OL1099738M","Flame wars","349","0822315319","NULL","NULL","1994"
"OL14752524M","ECAI-82 1982 European conference on artificial intelligence","280","NULL","NULL","NULL","1982"
"OL17064093M","Artificial immune systems","357","1852335947","NULL","NULL","2002"
"OL17675444M","Applications of artificial intelligence to mission planning","NULL","NULL","NULL","Microform","1990"
"OL18059616M","A safety-based decision making architecture for autonomous systems","NULL","NULL","NULL","Microform","1991"
"OL18388839M","The Turing option","544","0670845280","NULL","NULL","1992"
"OL1862880M","Artificial intelligence","621","0070522634","NULL","NULL","1991"
"OL20153425M","Artificial intelligence CIVIL-COMP 89","NULL","NULL","NULL","NULL","1991"
"OL20379218M","graphically activated distributed artificial intelligence system","NULL","NULL","NULL","NULL","1993"
"OL21096420M","Proceedings of the IEEE/WIC/ACM International Conference on Intelligent Agent Technology (IAT 2007)","541","0769530273","9780769530277","NULL","2007"
"OL21229688M","CONSAT","138","0273088130","NULL","NULL","1989"
"OL2129672M","Modeli dialoga v sistemakh iskusstvennogo intellekta","159","NULL","NULL","NULL","1987"
"OL21489341M","Advances in decision technology and intelligent information systems","96","1894613473","NULL","NULL","2002"
"OL2295708M","De kennismachine","90","9020424122","NULL","NULL","1986"
"OL2416912M","Proceedings of the International Workshop on Artificial Intelligence for Industrial Applications","617","NULL","NULL","NULL","1988"
"OL25145896M","La société de l'anticipation","200","NULL","9782916940342","NULL","2011"
"OL25542196M","Applications of Declarative Programming and Knowledge Management","NULL","NULL","9783642006746","[electronic resource] :","2009"
"OL25545759M","Intelligent Computing and Information Science","NULL","NULL","9783642181283","[electronic resource] :","2011"
"OL25561850M","Knowledge Representation for Health-Care","NULL","NULL","9783642180491","[electronic resource] :","2011"
"OL26210140M","EVA: der Genesis-Code","376","NULL","978-1537073217","Paperback","2016"
"OL365992M","Associative learning for a robot intelligence","348","186094132X","NULL","NULL","1998"
"OL4264049M","Reading and understanding","196","0898591694","NULL","NULL","1982"
"OL5610524M","Semantic information processing.","438","NULL","NULL","NULL","1968"
"OL5930509M","Artificial intelligence and brain mechanisms.","35","NULL","NULL","NULL","1963"
"OL7479082M","Artificial Intelligence in Reactive Scheduling (IFIP International Federation for Information Processing)","180","0412729008","9780412729003","NULL","July 31, 1995"
"OL7594563M","CAMEL","428","0470016949","9780470016947","NULL","April 28, 2006"
"OL9055158M","Modern Control Theory","423","3540239510","9783540239512","Hardcover","July 26, 2005"
"OL9055680M","Artificial Intelligence and Knowledge Engineering Applications: A Bioinspired Approach","636","3540263195","9783540263197","Paperback","August 5, 2005"
"OL9595773M","Artificial Intelligence and Information-Control Systems of Robots (International Conference on Artificial Intelligence: Methodology, Systems, Applications//Artificial Intelligence)","387","9810232357","9789810232351","Hardcover","September 1997"
"OL970224M","Adaption and learning in multi-agent systems","238","3540609237","NULL","NULL","1996"
"OL984814M","Practical reasoning","719","3540613137","NULL","NULL","1996"
"OL985596M","Intelligent systems and soft computing for nuclear science and industry","408","9810227388","NULL","NULL","1996"
"OL10351917M","Presa (Prey)","400","0307209423","9780307209429","Paperback","October 12, 2004"
"OL1414587M","Machines that learn","891","0195069668","NULL","NULL","1994"
"OL1417380M","Intelligent software systems development","472","0471592447","NULL","NULL","1993"
"OL1488155M","Knowledge negotiation","363","0125093780","NULL","NULL","1992"
"OL15363698M","Applying knowledge compilation techniques to model-based reasoning","NULL","NULL","NULL","Microform","1991"
"OL1537604M","Dependability of artificial intelligence systems (DAISY 91)","361","0444890254","NULL","NULL","1991"
"OL16118987M","Recommendations for NASA research and development in artificial intelligence","NULL","NULL","NULL","Microform","1983"
"OL16534985M","Methoden der künstlichen Intelligenz für information retrieval","254","3598107846","NULL","NULL","1988"
"OL16881937M","Principles of inference processes","34","NULL","NULL","NULL","1986"
"OL1736267M","Teach yourself electricity and electronics","662","0830641343","NULL","NULL","1993"
"OL1851935M","Artificial intelligence","96","0899080855","NULL","NULL","1990"
"OL1880740M","Representations of commonsense knowledge","515","1558600337","NULL","NULL","1990"
"OL20240430M","ICAPS","414","1577352009","NULL","NULL","2004"
"OL20988844M","Complexity","NULL","NULL","9780195124415","NULL","2009"
"OL21089957M","IJCAI-91","1318","1558601600","NULL","NULL","1991"
"OL23711924M","Applications of computational intelligence in biology","428","3540785337","9783540785330","NULL","2008"
"OL2376307M","new ROSIE reference manual and user's guide","372","0833007955","NULL","NULL","1987"
"OL24546446M","Proceedings, LAB-RS 2008","115","0769532721","9780769532721","NULL","2008"
"OL25547853M","Universal Semantic Communication","NULL","NULL","9783642232961","[electronic resource] /","2011"
"OL2813343M","Lingvisticheskie problemy ""Iskusstvennogo intellekta""","250","NULL","NULL","NULL","1980"
"OL6806460M","The international dictionary of artificial intelligence","318","0814404448","NULL","NULL","1999"
"OL9558395M","Artificial Intelligence: Methodology, Systems, and Applications","366","3540410449","9783540410447","Paperback","October 13, 2000"
"OL1002628M","Advances in artificial intelligence","241","3540949003","NULL","NULL","1996"
"OL10076587M","Artificial Intelligence Terminology","626","0130483079","9780130483072","Hardcover","September 1, 1989"
"OL11490919M","Artificial Intelligence Abstracts Annual, 1991","436","0835231518","9780835231510","Hardcover","April 1992"
"OL16138629M","A knowledge-based approach to automated flow-field zoning for computational fluid dynamics","NULL","NULL","NULL","Microform","1989"
"OL17634841M","Monitoring the microgravity environment quality on-board the International Space Station using soft computing techniques.","NULL","NULL","NULL","Microform","2001"
"OL17963260M","Exploring artificial intelligence","693","0934613672","NULL","NULL","1988"
"OL18007217M","Proceedings of the 1992 IEEE International Symposium on Intelligent Control","601","0780305469","NULL","NULL","1992"
"OL1852867M","Artificial intelligence","338","0792305051","NULL","NULL","1990"
"OL2068326M","Artificial intelligence applications in sensors and instrumentation","197","0896710912","NULL","NULL","1988"
"OL2182945M","logical language for data and knowledge bases","288","NULL","NULL","NULL","1989"
"OL22763239M","Artificial intelligence in medicine","509","3540735984","9783540735984","NULL","2007"
"OL2387636M","Analogical and inductive inference","227","0387180818","NULL","NULL","1987"
"OL25534447M","Automated Deduction in Geometry","NULL","NULL","9783642210457","[electronic resource] :","2011"
"OL25536157M","The Elements of Statistical Learning","NULL","NULL","9780387848570","[electronic resource] :","2009"
"OL25544022M","Image Analysis and Recognition","NULL","NULL","9783642026102","[electronic resource] :","2009"
"OL25765739M","Artificial Intelligence: Exercises I Agents and Environments","NULL","NULL","978-87-7681-591-2","NULL","2013"
"OL2589584M","Introducing artificial intelligence","281","0470201665","NULL","NULL","1984"
"OL2634949M","Artificial intelligence applications for business management","224","0896710637","NULL","NULL","1985"
"OL306580M","Intellektualʹnye sistemy","NULL","NULL","NULL","NULL","1996"
"OL3701143M","hacker and the ants","308","1568582471","NULL","NULL","2002"
"OL3906782M","Neĭropodobnye seti v robototekhnike","85","NULL","NULL","NULL","1979"
"OL5639343M","Intelligence artificielle...","176","NULL","NULL","NULL","1968"
"OL618852M","Information, statistics, and induction in science","396","9810228244","NULL","NULL","1996"
"OL7447698M","Cognitive Wireless Communication Networks","440","0387688307","9780387688305","NULL","November 2, 2007"
"OL7569503M","Moon Is a Harsh Mistress","288","0450502805","9780450502804","NULL","June 1989"
"OL7592985M","AI","400","0465001041","9780465001040","Paperback","1993"
"OL7788522M","The Artificial Intelligence Handbook","256","0538726970","9780538726979","Hardcover","November 12, 2002"
"OL794503M","Harvest the fire","190","0312859430","9780312859435","NULL","1995"
"OL9058032M","Multiagent System Technologies","185","3540453768","9783540453765","Paperback","October 19, 2006"
"OL9708865M","Ender's Game","357","0812533550","9780812533552","Mass Market Paperback","1986 January"
"OL12317498M","Evolving Knowledge Bases (Frontiers in Artificial Intelligence and Applications, 81)","328","158603278X","9781586032784","Hardcover","May 2002"
"OL12774215M","Advances in Applied Artificial Intelligence","1353","3540354530","9783540354536","Paperback","July 28, 2006"
"OL14239253M","Selection of discriminating characteristics by partial similarity  for the two class recognition problem of artificial intelligence","79","NULL","NULL","NULL","1972"
"OL16879077M","Agent and multi-agent systems","909","3540785817","9783540785811","NULL","2008"
"OL17718744M","Automatic generation of computer animation","380","3540431144","NULL","NULL","2002"
"OL20524149M","Proceedings, 13th IEEE International Conference on Tools with Artificial Intelligence","375","0769514170","NULL","NULL","2001"
"OL20852697M","Symbolic and quantitative approaches to reasoning and uncertainty","396","354066131X","NULL","NULL","1999"
"OL23049009M","Xin ling ji qi shi dai =","327","9578119526","NULL","NULL","2000"
"OL25321369M","Evolutionary computation, machine learning and data mining in bioinformatics","247","3642122108","9783642122101","NULL","2010"
"OL4415514M","Artificial intelligence","254","0444003347","NULL","NULL","1980"
"OL4418001M","Artificial intelligence programming","323","0898590043","NULL","Hardcover","1980"
"OL660254M","Constructive knowledge acquisition","309","0805827242","NULL","NULL","1998"
"OL7959617M","Demon Seed","256","0747234892","9780747234890","Paperback","January 8, 1998"
"OL8236850M","Connectionist Models and Their Implications","383","0893914568","9780893914561","Hardcover","January 1, 1988"
"OL8900942M","Artificial Intelligence and Integrated Intelligent Information Systems","454","1599042495","9781599042497","Hardcover","October 5, 2006"
"OL9263369M","Intelligent Micro","208","0077071549","9780077071547","Paperback","January 1990"
"OL9286878M","Artificial Intelligence","256","0130488690","9780130488695","Paperback","February 1986"
"OL10277579M","Computers & Artificial Intelligence","NULL","0465013511","9780465013517","Paperback","October 1, 2002"
"OL10295962M","CAMEL","480","0470517735","9780470517734","Hardcover","May 16, 2008"
"OL1121763M","Organizational intelligence","237","081867069X","NULL","NULL","1996"
"OL11299156M","Applications of Artificial Intelligence VI (Applications of Artificial Intelligence)","NULL","0892529725","9780892529728","Paperback","April 1988"
"OL12775143M","Multi-Agent-Systems and Applications II","377","3540433775","9783540433774","Paperback","May 3, 2002"
"OL13254852M","Proceedings: Aerospace Applications of Artificial Intelligence ","NULL","9991554335","9789991554334","Paperback","June 1989"
"OL14139864M","new approach to programming man-machine interfaces","25","NULL","NULL","NULL","1972"
"OL1434814M","The dynamics of concepts","340","3540576479","NULL","NULL","1994"
"OL14911970M","5. Österreichische Artificial-Intelligence-Tagung, Igls/Tirol, 28.-31. März 1989","452","3540510397","NULL","NULL","1989"
"OL18341977M","The mind's new science","430","0465046355","NULL","NULL","NULL"
"OL20643036M","Verhältnis von künstlicher Intelligenz und Intentionalität","214","3050032162","NULL","NULL","1998"
"OL21578755M","The large, the small, and the human mind","185","0521563305","NULL","NULL","NULL"
"OL21931965M","Machinery of the mind","336","1556150105","NULL","NULL","1987"
"OL23005772M","Research and development in intelligent systems XXIV","398","1848000936","9781848000933","NULL","2008"
"OL23174858M","Wired for thought","NULL","NULL","9781422146644","NULL","2009"
"OL23627110M","Cognitive, emotive and ethical aspects of decision making in humans and in artificial intelligence","24","1894613805","9781894613804","NULL","2006"
"OL24311528M","Constraint Logic Programming using Eclipse","NULL","NULL","9780511345852","eBook","2007"
"OL25045590M","Fusion methods for unsupervised learning ensembles","141","3642162045","9783642162046","NULL","2010"
"OL2551338M","The cult of information","238","0394546229","NULL","NULL","1986"
"OL25548183M","Multimodal Brain Image Analysis","NULL","NULL","9783642244452","[electronic resource] :","2011"
"OL25548239M","On the Move to Meaningful Internet Systems: OTM 2011 Workshops","NULL","NULL","9783642251252","[electronic resource] :","2011"
"OL26185402M","Handbook of Satisfiability
            
                Frontiers in Artificial Intelligence and Applications","NULL","NULL","9781586039295","NULL","2009"
"OL3969178M","Virtual organisms","306","031226691X","NULL","NULL","2000"
"OL7533403M","Formal Techniques in Artificial Intelligence","437","0444881301","9780444881304","NULL","May 1990"
"OL8053711M","Ender's Game","256","0765317389","9780765317384","Hardcover","2006 November"
"OL9668152M","Practice and Theory of Automated Timetabling IV","361","3540406999","9783540406990","Paperback","September 29, 2003"
"OL11027736M","Artificial Intelligence Vocabulary (Terminology Bulletins & Vocabularies)","1214","066054136X","9780660541365","Paperback","June 1988"
"OL17311451M","Artificial intelligence, CS440a.","NULL","NULL","NULL","NULL","1992"
"OL1764035M","Intellektualʹnye sistemy i tvorchestvo","NULL","NULL","NULL","NULL","1990"
"OL19292110M","Foundations of intelligent systems","NULL","3540258787","NULL","Electronic resource","2002"
"OL20523955M","Eighth International Symposium on Temporal Representation and Reasoning","249","0769511074","NULL","NULL","2001"
"OL21647225M","Artificial intelligence: a road to competitiveness in the mining industry","34","NULL","NULL","NULL","1988"
"OL22395811M","Artificial intelligence","24","NULL","NULL","NULL","1986"
"OL22455292M","2000 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2000)","2373","0780363485","NULL","NULL","2000"
"OL24291454M","The Turk","NULL","0802799353","NULL","E-book","2002"
"OL26477595M","Semantic networks in artificial intelligence","NULL","0080420125","NULL","NULL","1992"
"OL2718884M","Robotics/artificial intelligence/productivity","335","0894332287","NULL","NULL","1986"
"OL2856300M","Introduction to artificial intelligence","453","048624864X","NULL","NULL","1985"
"OL3316069M","Artificial intelligence and symbolic computation","284","3540232125","NULL","NULL","2004"
"OL3699607M","IEEE/WIC/ACM International Conference on Intelligent Agent Technology","569","0769521010","NULL","NULL","2004"
"OL7443286M","Gwai-83","240","0387128719","9780387128719","NULL","January 1984"
"OL9445251M","Intelligence in Communication Systems","327","354023893X","9783540238935","Paperback","December 22, 2004"
"OL9791624M","Artificial Cognition Systems","NULL","1599041138","9781599041131","Hardcover","July 2006"
"OL987809M","Brains for machines, machines for brains","145","1560723203","NULL","NULL","1996"
"OL989278M","Solving the frame problem","407","0262193841","NULL","NULL","1997"
"OL1000406M","Intelligent multimedia systems","494","0471120405","NULL","NULL","1997"
"OL14702710M","Efficient dynamic optimization of logic programs","NULL","NULL","NULL","Microform","1992"
"OL14881189M","Expert Systems and Applied Artificial Intelligence.","832","0029465656","NULL","NULL","1992"
"OL15402646M","Cooperating intelligent systems","NULL","NULL","NULL","Microform","1989"
"OL15460901M","Proceedings, Ninth Workshop on Virtual Intelligence","598","0819432024","NULL","NULL","1999"
"OL17176684M","STAIRS 2006","277","1586036459","NULL","NULL","2006"
"OL1786889M","O vozmozhnom i nevozmozhnom v nauke, ili, Gde granit͡s︡y modelirovanii͡a︡ intellekta","381","5020139025","NULL","NULL","1988"
"OL18077232M","Model-based reconfiguration","NULL","NULL","NULL","Microform","1994"
"OL18253584M","When things start to think","247","0340728701","NULL","NULL","1999"
"OL18352579M","Learning new principles from precedents and exercises","57","NULL","NULL","NULL","1981"
"OL20367453M","Matière à pensée","267","2020146762","NULL","NULL","1992"
"OL21520125M","modelling of mind","NULL","NULL","NULL","NULL","NULL"
"OL2193587M","Mind bugs","253","0262220369","NULL","NULL","1990"
"OL2246737M","Informatika, kibernetika, intellekt","293","537600127X","NULL","NULL","1989"
"OL25298219M","Zarisovki po istorii kompʹi︠u︡ternykh nauk","NULL","NULL","9785876611888","NULL","2011"
"OL25534748M","Service-Oriented Perspectives in Design Science Research","NULL","NULL","9783642206320","[electronic resource] :","2011"
"OL25544695M","The Smart Internet","NULL","NULL","9783642165986","[electronic resource] :","2010"
"OL26648802M","The rise of the expert company : how visionary companies are using artificial intelligence to achieve higher productivity and profits","NULL","NULL","NULL","NULL","NULL"
"OL2708736M","Machinery of the mind","336","0812912292","NULL","NULL","1986"
"OL3170071M","Heuristics","382","0201055945","NULL","NULL","1984"
"OL3328519M","Artificial intelligence applications and innovations","484","1402081502","NULL","NULL","2004"
"OL3480237M","Intelligent information processing and web mining","684","3540250565","NULL","NULL","2005"
"OL3501066M","VOR","120","0810451867","NULL","NULL","1983"
"OL464776M","Kompʹi͡uternai͡a podderzhka prini͡atii͡a resheniĭ","376","5896380038","NULL","NULL","1998"
"OL6840001M","Konnektionistische Sprachproduktion","196","3824443546","NULL","NULL","1999"
"OL9057929M","Artificial Intelligence and Cognitive Science","247","3540441840","9783540441847","Paperback","October 3, 2002"
"OL9358446M","Intelligent Agents and Multi-Agent Systems","329","3540253408","9783540253402","Paperback","April 19, 2005"
"OL9470988M","Advances in Artificial Intelligence. PRICAI 2000 Workshop Reader","363","3540425977","9783540425977","Paperback","November 9, 2001"
"OL9903066M","Artificial Intelligence","NULL","0079110339","9780079110336","3.5"" disk","December 1, 1990"
"OL10148605M","Handbook of Artificial Intelligence","360","0201168901","9780201168907","Hardcover","June 1986"
"OL1119800M","Artificial life","340","0262121891","NULL","NULL","1995"
"OL1130104M","Proceedings of the First IEEE Conference on Evolutionary Computation","862","0780318994","NULL","NULL","1994"
"OL15188356M","Dependent evidence in resoning with uncertainty","77","NULL","NULL","NULL","1990"
"OL1560714M","Decentralized A.I. 2","286","0444890513","NULL","NULL","1991"
"OL20965612M","Computational text understanding","656","2921173069","NULL","NULL","1994"
"OL21107091M","human machine","95","NULL","NULL","NULL","1978"
"OL22180156M","Natural and artificial symbol systems","87","NULL","NULL","NULL","1987"
"OL24277023M","Demon Seed","NULL","NULL","9781440665479","Electronic resource","2009"
"OL24933185M","The turing option","409","0446364967","9780446364966","NULL","1993"
"OL25313801M","Soft computing models in industrial and environmental applications, 5th International Workshop (SOCO 2010)","262","3642131603","9783642131608","NULL","2010"
"OL25545220M","Pattern Recognition and Machine Intelligence","NULL","NULL","9783642217852","[electronic resource] :","2011"
"OL25558756M","Agent-Oriented Software Engineering X","NULL","NULL","9783642192074","[electronic resource] :","2011"
"OL347870M","Neural networks","842","0132733501","NULL","NULL","1999"
"OL374645M","How we became posthuman","350","0226321452","NULL","NULL","1999"
"OL7287992M","Society of the Mind","672","0061096156","9780061096150","NULL","May 1997"
"OL975420M","PACE system","167","0387947310","NULL","NULL","1997"
"OL975507M","Explanation-based neural network learning","264","0792397169","NULL","NULL","1996"
"OL10087783M","Heuristic Programming in Artificial Intelligence 3","243","0133882659","9780133882650","Hardcover","June 1992"
"OL10604708M","Artificial Intelligence (Contemporary Issues Companion)","171","0737738901","9780737738902","Library Binding","November 9, 2007"
"OL1088075M","Qualitative reasoning","180","0387825797","NULL","NULL","1994"
"OL12074743M","Reflections on Artificial Intelligence","127","1871516684","9781871516685","Paperback","January 1996"
"OL1220660M","Massively parallel artificial intelligence","426","0262611023","NULL","NULL","1994"
"OL14687600M","Learning and tuning fuzzy logic controllers through reinforcement","NULL","NULL","NULL","Microform","1992"
"OL1711858M","Theory and applications of problem solving","233","0444895655","NULL","NULL","1992"
"OL17680817M","Applications of artificial intelligence to mission planning","NULL","NULL","NULL","Microform","1990"
"OL1791472M","Cognitive psychology of planning","252","0123507707","NULL","NULL","1988"
"OL18140190M","Advances in artificial intelligence","450","3540675574","NULL","NULL","2000"
"OL18172238M","Methods and applications of artificial intelligence","514","3540434720","NULL","NULL","2002"
"OL20163282M","Technology-enhanced language learning in theory and practice","407","0952018365","NULL","NULL","1994"
"OL22332121M","Nonmonotonic logic","417","0387564489","NULL","NULL","1993"
"OL2374971M","Artificial intelligence and tutoring systems","486","0934613265","NULL","NULL","1987"
"OL23861349M","Trust theory","NULL","NULL","9780470028759","NULL","2010"
"OL24408552M","Artificial intelligence","662","NULL","9780521519007","NULL","2010"
"OL2481509M","Artificial intelligence using C","412","0078812550","NULL","NULL","1987"
"OL25002182M","Decision theory models for applications in artificial intelligence","NULL","NULL","9781609601652","NULL","2011"
"OL25337921M","Multiagent system technologies","220","3642161774","9783642161773","NULL","2010"
"OL25540639M","Developments in Language Theory","NULL","NULL","9783642223204","[electronic resource] :","2011"
"OL25546228M","Information Processing in Medical Imaging","NULL","NULL","9783642220913","[electronic resource] :","2011"
"OL25546462M","Automated Deduction – CADE-23","NULL","NULL","9783642224379","[electronic resource] :","2011"
"OL25548622M","Nature Inspired Cooperative Strategies for Optimization (NICSO 2011)","NULL","NULL","9783642240935","[electronic resource] /","2012"
"OL25933725M","Artificial Intelligence ","NULL","NULL","NULL","NULL","Jan 2016"
"OL26456957M","Ender's Game","NULL","NULL","NULL","Leather Bound","1993"
"OL7531298M","Human Movement Understanding","392","0444700323","9780444700322","NULL","December 1986"
"OL9617316M","Computers and Games","333","3540324887","9783540324881","Paperback","March 14, 2006"
"OL11761595M","Prey","NULL","1417669896","9781417669899","Library Binding","November 2003"
"OL1502226M","7. Österreichische Artificial-Intelligence-Tagung =","180","3540545670","NULL","NULL","1991"
"OL17107964M","Constraint-based scheduling","NULL","NULL","NULL","Microform","1991"
"OL18133937M","Case-based reasoning research and development","595","3540662375","NULL","NULL","1999"
"OL19719206M","framework and methodology for enhancing the business impact of artificial intelligence applications","11","NULL","NULL","NULL","1990"
"OL20796481M","Designing intelligent systems","166","0850388600","NULL","NULL","1984"
"OL22322875M","AISB89","233","0273088084","NULL","NULL","1989"
"OL22777925M","The hitch-hiker's guide to artificial intelligence","261","0412270900","NULL","NULL","1985"
"OL25554185M","Information Technologies in Biomedicine","NULL","NULL","9783642131042","[electronic resource] :","2010"
"OL26023334M","Agents And Artificial Intelligence Third International Conference Icaart 2011 Rome Italy January 2830 2011 Revised Selected Papers","NULL","NULL","9783642299650","NULL","2012"
"OL3023161M","Learning to solve problems by searching for macro-operators","147","0273086901","NULL","NULL","1985"
"OL3585980M","Logic and language models for computer science","341","0130654876","NULL","NULL","2002"
"OL7478613M","Artificial Intelligence Frontiers in Statistics","432","0412407108","9780412407109","NULL","December 1, 1992"
"OL9063530M","KI 2006","458","3540699112","9783540699118","Paperback","March 5, 2007"
"OL9195020M","Collected Works of Larry Wos ","1600","9810240015","9789810240011","Hardcover","March 2001"
"OL9254286M","Concise Encyclopedia of Robotics","365","0071410104","9780071410106","Paperback","November 12, 2002"
"OL13715616M","Artificial intelligence at Edinburgh University","NULL","NULL","NULL","NULL","1988"
"OL16128116M","MoCog1: a computer simulation of recognition-primed human decision making","NULL","NULL","NULL","Microform","1992"
"OL18305979M","Algorithms and architectures of artificial intelligence","171","1586037706","9781586037703","NULL","2007"
"OL18662755M","Machine intelligence.","588","0852241763","NULL","NULL","1969"
"OL19510808M","GWAI 91","273","3540545581","NULL","NULL","1991"
"OL2085132M","Intellektualʹnye prot͡s︡essy i ikh modelirovanie","396","NULL","NULL","NULL","1987"
"OL20949341M","AI in process control","210","007061590X","NULL","NULL","1989"
"OL22059396M","Gödel, Escher, Bach","777","0140289208","NULL","NULL","2000"
"OL22406059M","Mind children","214","0674576160","NULL","NULL","1988"
"OL23061097M","Gadget.","168","1413902030","9781413902037","NULL","2004"
"OL24195836M","The Memory of Earth","NULL","NULL","9780812532593","NULL","NULL"
"OL25320501M","Pattern recognition and machine intelligence","677","3540770453","9783540770459","NULL","2007"
"OL25541326M","Progress in Pattern Recognition, Image Analysis and Applications","NULL","NULL","9783540767244","[electronic resource] :","2008"
"OL25547777M","Autonomous Intelligent Vehicles","NULL","NULL","9781447122791","[electronic resource] :","2011"
"OL25561553M","Evolving Fuzzy Systems – Methodologies, Advanced Concepts and Applications","NULL","NULL","9783642180866","[electronic resource] /","2011"
"OL3192758M","Automatic data processing, artificial intelligence and computers","150","088164076X","NULL","NULL","1984"
"OL4072675M","Eidolyzer","94","NULL","NULL","NULL","1971"
"OL667685M","Simulated evolution and learning","231","3540633995","NULL","NULL","1997"
"OL712372M","1997 IEEE 6th International Conference on Emerging Technologies and Factory Automation proceedings, EFTA '97, UCLA Conference Center, Los Angeles, California, September 9-12, 1997","573","0780341929","NULL","NULL","1997"
"OL9314921M","Computational Logic in Multi-Agent Systems","427","3540339965","9783540339960","Paperback","June 14, 2006"
"OL9664110M","AI*IA 2001: Advances in Artificial Intelligence","396","3540426019","9783540426011","Paperback","October 16, 2001"
"OL10260578M","Artificial Intelligence III","456","0444705082","9780444705082","Hardcover","November 1988"
"OL11338748M","Artificial Intelligence-An Overview","NULL","0899342256","9780899342252","Textbook Binding","September 1984"
"OL12810519M","Agent and Multi-Agent Systems: Technologies and Applications","1046","3540728295","9783540728290","Paperback","July 11, 2007"
"OL14775320M","Nouvelles logiques pour l'intelligence artificielle","298","2866010930","NULL","NULL","1987"
"OL17725612M","Applications of artificial neural nets in structural mechanics","NULL","NULL","NULL","Microform","1990"
"OL19291966M","Modeling decisions for artificial intelligence","326","3540225552","NULL","NULL","2004"
"OL21181303M","Knowledge-based programming","243","020117815X","NULL","NULL","1987"
"OL22313345M","Artificial intelligence applications for business management","224","0896710637","NULL","NULL","1985"
"OL24275490M","Love and Sex with Robots","NULL","NULL","9780061562129","Electronic resource","2007"
"OL25542078M","Conceptual Structures: Knowledge Visualization and Reasoning","NULL","NULL","9783540705956","[electronic resource] :","2008"
"OL25546470M","Multimedia Communications, Services and Security","NULL","NULL","9783642215117","[electronic resource] :","2011"
"OL25547204M","Live Data Structures in Logic Programs","NULL","3540566945","9783540566946","[electronic resource] :","1993"
"OL25547521M","Machine Learning and Systems Engineering","NULL","NULL","9789048194186","[electronic resource] /","2011"
"OL25551881M","Advances in Computer Science and Education Applications","NULL","NULL","9783642224553","[electronic resource] :","2011"
"OL25558820M","Advances in Computing, Communication and Control","NULL","NULL","9783642184390","[electronic resource] :","2011"
"OL2722362M","Artificial intelligence","314","1556220014","NULL","NULL","1987"
"OL3568110M","Artificial intelligence","64","0739855042","NULL","NULL","2003"
"OL690507M","Introduction to artificial life","374","0387946462","NULL","NULL","1998"
"OL8053949M","Starswarm (Jupiter)","352","0765345315","9780765345318","Mass Market Paperback","July 13, 2003"
"OL8458733M","H.I.V.E.","320","1416935711","9781416935711","Hardcover","May 22, 2007"
"OL8603407M","Emperors New Mind","NULL","1558004726","9781558004726","Audio cassette","April 1992"
"OL9056716M","Artificial Intelligence and Neural Networks","227","3540367136","9783540367130","Paperback","August 29, 2006"
"OL9587160M","Artificial Life","352","0262121891","9780262121897","Hardcover","July 6, 1995"
"OL1018863M","Artificial intelligence","341","905199270X","NULL","NULL","1996"
"OL1078443M","Methods and tools for applied artificial intelligence","523","0824791959","NULL","NULL","1994"
"OL11392851M","Applications of Artificial Intelligence 1993: Machine Vision of Robotics ","NULL","0819412007","9780819412003","Paperback","April 1993"
"OL1373757M","The intuitive algorithm","169","8185336652","NULL","NULL","1991"
