"id","name"
"370","U.S. Dept. of the Interior, U.S. Geological Survey"
"371","Institution of Electrical Engineers"
"372","National Aeronautics and Space Administration, Dryden Flight Research Center"
"373","Everest House"
"374","Scholastic Press"
"375","SPIE"
"376","Harcourt Brace Jovanovich"
"377","Harpercollins (Mm)"
"378","Non Basic Stock Line"
"379","International Thomson Computer Press"
"380","NASA Ames Research Center, Artificial Intelligence Research Branch"
"381","Butterworths"
"382","Pilies studio"
"383","Tempus"
"384","Pocket Books"
"385","Dutton Books"
"386","Allen Lane"
"387","Hart-Davis"
"388","Books on Tape, Inc."
"389","National Aeronautics and Space Administration, Scientific and Technical Information Division"
"390","Wehle"
"391","Viz Media"
"392","Vojvođanska akademija nauka i umetnosti"
"393","Simulation Councils"
"394","Society for Industrial  Mathematics"
"395","Allen & Unwin Pty., Limited (Australia)"
"396","Picador"
"397","Civil Comp Pr"
"398","Nauch. t͡s︡entr biologicheskikh issledovaniĭ AN SSSR v Pushchine"
"399","Chapman and Hall/Methuen"
"400","O'Reilly Media, Inc."
"401","VDE-Verlag"
"402","Avebury"
"403","Markus Wiener Publishers"
"404","Materials Research Society"
"405","Psychology Dept., University of Alabama in Huntsville"
"406","University of Wolverhampton"
"407","Morgan Kaufmann Publishers, Inc."
"408","Pantheon Books"
"409","IBP"
"410","Columbia University Press"
"411","IASTED"
"412","Oxford University Press, USA"
"413","Addison Wesley"
"414","Stanford University, Dept. of Computer Science"
"415","Penguin"
"416","Academic Service"
"417","Marvel Comics"
"418","Baen Books"
"419","Walker"
"420","American Elsevier Pub. Co."
"421","Perseus Books Group"
"422","National Aeronautics and Space Administration, Ames Research Center, Dryden Flight Research Facility"
"423","National Aeronautics & Space Administration, Goddard Space Flight Center"
"424","Simon and Schuster, c1981."
"425","McGraw-Hill Pub. Co."
"426","BBC Books"
"427","""Nauka,"" Glav. red. fiziko-matematicheskoĭ lit-ry"
"428","CRC Press"
"429","DK ADULT"
"430","Academy Editions"
"431","Shomi"
"432","Research Institute for Advanced Computer Science"
"433","Tartuskiĭ universitet"
"434","NASA Ames Research Center, Research Institute for Advanced Computer Science"
"435","U.S. Dept. of Commerce, National Bureau of Standards"
"436","H. Holt"
"437","Oneworld Publications"
"438","Blackstone Audiobooks"
"439","Clarendon Press"
"440","SPIE-International Society for Optical Engine"
"441","Norma"
"442","Consiglio nazionale delle ricerche"
"443","W. Kaufmann]"
"444","Association for Computing Machinery, Inc."
"445","Heinemann"
"446","The Harvester Press"
"447","Council of Logistics Management"
"448","Research Institute for Computing and Information Systems, University of Houston, Clear Lake"
"449","""Nauka"""
"450","Springer Science+Business Media"
"451","Computer Systems Research Institute"
"452","Masson"
"453","Editura Academiei Republicii Socialiste România"
"454","Brady Communications Co."
"455","Contact"
"456","Spartan Division, Books, inc."
"457","Dorrance Publishing Co."
"458","U.S. Army Test and Evaluation Command"
"459","Interface"
"460","Department of Artificial Intelligence, University of Edinburgh"
"461","Greenwood"
"462","Drakkar Press"
"463","Sigma Press"
"464","Ji lin ta xue chu ban she"
"465","Cameron Browne"
"466","Book Club Associates"
"467","Mcgraw-Hill (Tx)"
"468","M.E. Sharpe"
"469","John Wiley"
"470","Bastei Lubbe Taschenbuch"
"471","Rubbettino"
"472","Institute of Internal Auditors, Research Foundation"
"473","Kluwer Academic"
"474","Vychislitelʹnyĭ t͡sentr AN SSSR"
"475","Chelsea House"
"476","Wydawn. Politechniki Śląskiej"
"477","Academic Pr"
"478","Tioga Pub Co"
"479","Eusko Jaurlaritzaren Argitalpen-Zerbitzu Nagusia"
"480","Evropeĭskiĭ gumanitarnyĭ universitet"
"481","University of Illinois at Urbana-Champaign, College of Commerce and Business Administration"
"482","ĖKSMO-Press"
"483","W. H. Freeman"
"484","Spectra"
"485","The University"
"486","Harvester Press"
"487","Edizioni ETS"
"488","Random House Publishing Group"
"489","Editorial Universitaria de Buenos Aires"
"490","American Chemical Society"
"491","Kogan Page"
"492","Walter De Gruyter"
"493","Halsted Press"
"494","Groupe interuniversitaire de recherche en informatique cognitive des organisations"
"495","College of Commerce and Business Administration, University of Illinois at Urbana-Champaign"
"496","Society of Automotive Engineers"
"497","SU ""Kl. Okhridski""--Filial"
"498","BYTE Books"
"499","David & Charles"
"500","Dartmouth"
"501","TOR"
"502","Kunati Inc."
"503","Queen's University"
"504","Znanie"
"505","Gordon & Breach Science Pub"
"506","Lulu.com"
"507","University of Toronto"
"508","University of Aberdeen Department of Artificial Intelligence"
"509","Sivashanmugam Palaniappan"
"510","IFIP International Federation of Information Processing"
"511","Tokyopop"
"512","Elsevier Scientific Pub. Co."
"513","Little, Brown"
"514","Heinemann Library"
"515","Duke University Press"
"516","University of Alabama in Huntsville"
"517","Viking"
"518","Pergamon"
"519","Tartuskiĭ gos. universitet"
"520","Veen"
"521","Éditions Inculte"
"522","CreateSpace"
"523","Imperial College Press"
"524","Rand Corp."
"525","Debolsillo"
"526","Academic"
"527","SRI International"
"528","K.G. Saur"
"529","University of Toronto, Computer Systems Research Institute"
"530","Greenhaven Press"
"531","INION"
"532","Rr Bowker Llc"
"533","Computer Science Press"
"534","Springer-Verlag New York"
"535","NCC Publications"
"536","RUDN-PAIMS"
"537","Four Walls Eight Windows"
"538","In-t kibernetiki"
"539","Presses universitaires de France"
"540","River Edge, N.J."
"541","South-Western Educational Pub"
"542","Gao bao guo ji (ji tuan) you xian gong si"
"543","North Holland"
"544","Lawrence Erlbaum Associates"
"545","Feature"
"546","IGI Global"
"547","Computing Mcgraw-Hill"
"548","Akademie Verlag"
"549","Harvard Business Press"
"550","Pantheon"
"551","Canada Communication Group Pub"
"552","Brunel University"
"553","[s.n.]"
"554","Office of Engineering Services, College of Engineering, University of Kentucky"
"555","Walker Books"
"556",""
"557","Petrocelli Books"
"558","Dover"
"559","Idea Group Reference"
"560","Wiley Computer Pub."
"561","Maxwell Macmillan International Editions,U.S."
"562","The University of Alabama in Huntsville"
"563","""Nauka,"" Glav. red. fiziko-matematicheskoĭ litry"
"564","Artificial Intelligence Laboratory"
"565","O. Jacob"
"566","""Shtiint͡s︡a"""
"567","Komi gos. pedinstitut"
"568","Times Books"
"569","SINTEG"
"570","Deutscher Universitätsverlag"
"571","Addison-Wesley Pub (Sd)"
"572","IEEE Neural Networks Council"
"573","Infolingua"
"574","Switzerland, Georgi Pub., New York, Distributed by Renouf"
"575","Penguin USA, Inc."
"576","Warner Books"
"577","University of Chicago Press"
"578","Intellect (UK)"
"579","Nasa/Ames Research Center"
"580","CTI Centre for Modern Languages"
"581","Osborne McGraw-Hill"
"582","Easton Press"
"583","Elsevier Science Ltd"
"584","Tandem Library"
"585","INSEAD"
"586","Chapman & Hall/CRC"
"587","Dept. of Artificial Intelligence, University of Edinburgh"
"588","Intertext Publications"
"589","ADV Manga"
"590","Springer-Verlag London Limited"
"591","ABBE Publishers Association of Washington, D.C."
"592","Business/Technology Books"
"593","Hemès"
"594","Lewis Research Center"
"595","Turing Institute"
"596","S.E.A.I. Technical Publications"
"597","Springer Science+Business Media B.V."
"598","Wordware Pub."
"599","Raintree Steck-Vaughn"
"600","Starscape"
"601","Simon & Schuster Children's Publishing"
"602","Audio Literature"
"603","Society of Photo Optical"
"604","Affiliated East-West Press"
"605","Computer Systems Research Institute, University of Toronto"
"606","S.I.R.P.E."
"607","Paul Haupt"
"608","Institutet för rättsinformatik, Stockholms universitet"
"609","Österreichische Studiengesellschaft für Kybernetik"
"610","British Computer Society"
"611","L. Erlbaum"
"612","Macmillan Audio"
"613","Auerbach Publications"
"614","CRC"
"615","Abacus"
"616","Gordon and Breach Science Publishers"
"617","IEEE Service Center"
"618","Society for Computer Simulation International"
"619","Howard Books"
"620","Ediciones B, S.A."
"621","Parthenon Pub. Group"
"622","French & European Pubns"
"623","University of Toronto, Dept. of Computer  Science"
"624","Mansell"
"625","AAAI"
"626","Euromoney Books"
"627","Ballantine Books"
"628","Lexington Books"
"629","Simon & Schuster Books for Young Readers"
"630","Editura Științifică și Enciclopedică"
"631","Tioga Pub. Co."
"632","Izd-vo ""Nauka,"" Glav. red. fiziko-matematicheskoĭ lit-ry"
"633","Lawrence Erlbaum Assoc Inc"
"634","Instrumentation Systems &"
"635","Coronet"
"636","ASME Press"
"637","Izd-vo ""Znanie"""
"638","Peters Corp."
"639","Dell Pub."
"640","Dian zi gong ye chu ban she"
"641","Prentice-Hall, Business and Professional Division"
"642","Boyd & Fraser Pub. Co."
"643","""Baĭda"""
"644","Addison Wesley Publishing Company"
"645","Harvester"
"646","Addison-Wesley Pub. Co"
"647","Waxmann"
"648","BBC/Parkwest Publications"
"649","Yuan liu chu ban shi ye gu fen you xian gong si"
"650","Bompiani"
"651","Jet Propulsion Laboratory, California Institute of Technology"
"652","North Atlantic Treaty Organization, Advisory Group for Aerospace ..."
"653","National Aeronautics and Space Administration, Lewis Research Center"
"654","Jun shi ke xue chu ban she"
"655","Palgrave Macmillan"
"656","Kanon+"
"657","Springer-Verlag Italia Srl"
"658","Random House UK Ltd (A Division of Random House Group)"
"659","HarperCollins Publishers"
"660","De Montfort University"
"661","Computer Music Association"
"662","Programa de Ensino, Pesquisa e Extensão A Tela e o Texto, Faculdade de Letras da Universidade Federal de Minas Gerais"
"663","HARPERCOLLINS"
"664","J.A. Quast"
"665","Westview Press"
"666","McGraw-Hill Companies"
"667","Leiden Univ Pr"
"668","Istituto geografico De Agostini"
"669","Japan Robot Association (JARA)"
"670","Instytut Podstaw Informatyki Polskiej Akademii Nauk"
"671","Dorrance Pub."
"672","IEEE TAB Neural Network Conference"
"673","Campus"
"674","published by Chapman & Hall on behalf of the International Federation for Information Processing"
"675","Elektor Electronics Pub."
"676","Kar̲ant̲ Buks"
"677","Royal Society of Chemistry"
"678","Delphic Assoc./Larry Gwensberg"
"679","CRL Publishing"
"680","DVNT͡S︡ AN SSSR"
"681","Izd-vo ""Nauka"""
"682","Blackbirch Press"
"683","Benjamin/Cummings Pub. Co."
"684","Gollancz"
"685","J'ai Lu"
"686","Computing Research Laboratory, New Mexico State University"
"687","Phoenix"
"688","American Society of Agricultural Engineers"
"689","Fairmont Press"
"690","Indiana University PressP"
"691","Lionheart Pub."
"692","Department of Computer Science, University College Cork"
"693","Dow Jones-Irwin"
"694","Fayard"
"695","Halsted Pr"
"696","Routledge & Kegan Paul Books Ltd"
"697","O C S L Press"
"698","University of Portsmouth, Department of Accounting and Management Science"
"699","Signet"
"700","Three Rivers Press"
"701","Liquididea Press"
"702","Faculty of Archaeology, University of Leiden"
"703","Computational Mechanics Pub."
"704","Baen"
"705","M.I.T.]"
"706","Penguin Group UK"
"707","TOR Books"
"708","Eburon"
"709","Université Louis Pasteur"
"710","Financial World Publishing"
"711","Random House Audio"
"712","John Wiley and Sons Ltd"
"713","The Rand Corporation"
"714","Kluwer Academic Publisher"
"715","Vychislitelʹnyĭ t͡s︡entr AN SSSR"
"716","Akademii͡a︡ nauk SSSR, Sibirskoe otd-nie, Vychislitelʹnyĭ t͡s︡entr"
"717","Nova Science"
"718","CSLI Publications"
"719","Macmillan/Mcgraw-Hill School"
"720","Vieweg"
"721","Dept. of Energy, Los Alamos Scientific Laboratory"
"722","Waite Group Press"
"723","Crabtree Pub. Co."
"724","Ace Books/Orbit Books"
"725","Metropolis-Verl."
"726","Charles River Media/Cengage Technology"
"727","Dept. of Commerce, National Bureau of Standards : for sale by the Supt. of Docs., U.S. Govt. Print. Off."
"728","Viking Canada"
"729","Boekerij"
"730","Van Nostrand Reinhold (UK)"
"731","I͡Anus-K"
"732","University of Reading"
"733","Research Institute for Advanced Computer Science, NASA Ames Research Center"
"734","M. Kaufmann"
"735","BasicBooks"
"736","The Society"
"737","Carucci"
"738","ISTE ; Hoboken, NJ : Wiley"
"739","Howard W. Sams"
"740","Bookwright Press"
"741","Simon Pulse"
"742","Association"
"743","Legend"
"744","Verdugo Press"
"745","Mill Pond Pub."
"746","Universität Duisburg Gesamthochschule"
"747","Royal Signals & Radar Establishment"
"748","Senate Special Committee on Long Range Policy Planning"
"749","Trans Tech Publications Ltd"
"750","Allied Publishers"
"751","Academic P."
"752","Pitman Publishing"
"753","The Bureau"
"754","The Laboratory"
"755","Library of Congress, Science and Technology Division, Reference Section"
"756","BBC"
"757","INTELLECT"
"758","Tor Teen"
"759","Elsevier Science Pub Co"
"760","Jai Pr"
"761","Air Force Human Resources Laboratory"
"762","Pitagora"
"763","John Benjamins Pub."
"764","Morgan Kaufmann for the Britsh Computer Society"
"765","Springer-Verlag Berlin and Heidelberg GmbH &"
"766","Addison-Wesley (C)"
"767","Amer Assn for Artificial"
"768","Dept. of Civil Engineering, College of Engineering, North Carolina State University"
"769","NASA, Scientific and Technical Information Division"
"770","John Benjamins Pub. Company"
"771","Atlantis Press"
"772","Audioworks"
"773","Insight Books"
"774","Trillium Pr"
"775","Suhrkamp"
"776","Ke xue chu ban she"
"777","Orb Books"
"778","Manutius Verlag Heidelberg"
"779","Science Reference Section, Science and Technology Division, Library of Congress"
"780","Air Force Human Resources Laboratory, Air Force Systems Command"
"781","EDINBURGH UNIV PRESS"
"782","University of Washington Press"
"783","McGraw-Hill Book Co."
"784","CDS Pub. Co."
"785","Dorrance"
"786","Dobson Books"
"787","IFS Conferences"
"788","(Department of Artificial Intelligence, University of Edinburgh)"
"789","Trinity College, Dublin"
"790","Daw Books"
"791","Unesp Rio Claro, GIA"
"792","Fiziko-matematicheskai︠a︡ lit-ra"
"793","TAB Books"
"794","New Millennium Audio"
"795","Ieee Computer Society"
"796","Observatoire Astronomique"
"797","Institute of Political Studies, University of Copenhagen"
"798","Headline"
"799","SOCRATES : SCHOLARLY RESEARCH JOURNAL"
"800","""Radio i svi͡azʹ"""
"801","Phoenix (an Imprint of The Orion Publishing Group Ltd )"
"802","World Scientific Pub Co Inc"
"803","Springer-Verlag Berlin, Heidelberg"
"804","Prometheus Books"
"805","Keirin Shobō"
"806","Unwin Hyman"
"807","CSY Pub."
"808","Mentis"
"809","Gale Cengage Learning"
"810","Mercury Learning & Information"
"811","University of California Press"
"812","Fourth Estate"
"813","LCPDT"
"814","Grand Central Publishing"
"815","Iwanami Shoten"
"816","Nauk. dumka"
"817","Hemisphere Pub. Corp."
"818","Science Council of Canada"
"819","John Wiley and Sons, Inc."
"820","Gui zhou min zu chu ban she"
"821","Springer-Verlag US"
"822","Berkley Medallion Books"
"823","Hodder & Stoughton Paperbacks"
"824","University Press of America"
"825","Harper Collins Publishers"
"826","Berkley Prime Crime"
"827","Knopf"
"828","New Holland Publishers"
"829","Plenum Pub Corp"
"830","Glenlake Publishing Company, Ltd."
"831","Berkley Books"
"832","Thesis"
"833","Lit"
"834","Bookstand"
"835","Center for the Study of Language and Information/SRI International"
"836","Multnomah Publishers"
"837","Elsevier Science & Technology"
"838","J.C.B. Mohr"
"839","Vintage Books"
"840","Naukova dumka"
"841","Center for Intelligent Robotic Systems for Space Exploration, Rensselaer Polytechnic Institute"
"842","New English Library"
"843","Harvester Wheatsheaf"
"844","Polimetrica"
"845","Schenkman Pub. Co.; distributed by General Learning Press, [Morristown, N.J."
"846","Ōmusha"
"847","Hermès"
"848","Morgan Kaufmann [for] International Joint Conference on Artificial Inte lligence"
"849","IPM"
"850","Expert Verlag"
"851","Infinity Science Press"
"852","Harpercollins"
"853","Croom Helm"
"854","Beijing tu shu guan chu ban she"
"855","I.E.E.E.Computer Soc.P.,U.S."
"856","Facts on File"
"857","Knopf Doubleday Publishing Group"
"858","American Mathematical Society"
"859","Tab Books Software"
"860","NASA, Ames Research Center, Research Institute for Advanced Computer Science"
"861","Hermès"
"862","""Sov. radio,"""
"863","Penguin (Non-Classics)"
"864","Readers Digest"
"865","Kaufmann, William Inc"
"866","Templeton Foundation Press"
"867","Blackwell Science Inc"
"868","Kunati"
"869","G. Einaudi"
"870","D. Van Nostrand Co."
"871","Delta"
"872","Writers Club Press"
"873","IEEE TAB Neural Network Committee"
"874","Pearson Addison-Wesley"
"875","Howard W. Sams and Company"
"876","Castelvecchi"
"877","Nauka, Fizmatlit"
"878","American Foundation for the Blind"
